WZ_CD,LA_CD,LA_NM,Group,Group_DESC,SubGroup,SubGroup_DESC
E33030209,E09000019,Islington,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030210,E09000019,Islington,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030211,E09000019,Islington,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030212,E09000019,Islington,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33030213,E09000019,Islington,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030214,E09000019,Islington,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030215,E09000019,Islington,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030216,E09000019,Islington,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030217,E09000019,Islington,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030218,E09000019,Islington,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030219,E09000019,Islington,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030220,E09000019,Islington,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030221,E09000019,Islington,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030222,E09000019,Islington,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030223,E09000019,Islington,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030224,E09000019,Islington,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030225,E09000019,Islington,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030226,E09000019,Islington,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030227,E09000019,Islington,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030228,E09000019,Islington,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030229,E09000019,Islington,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030230,E09000019,Islington,B,City Focus,B1,Dynamic financial centres with extended operating hours
E33030231,E09000019,Islington,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030232,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030233,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030234,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030235,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030236,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030237,E09000020,Kensington and Chelsea,B,City Focus,B1,Dynamic financial centres with extended operating hours
E33030238,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030239,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030240,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030241,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030242,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030243,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030244,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030245,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030246,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030247,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030248,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030249,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030250,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030251,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030252,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030253,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030254,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030255,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030256,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030257,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030258,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030259,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030260,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030261,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030262,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030263,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030264,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030265,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030266,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030267,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030268,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030269,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030270,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030271,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030272,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030273,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030274,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030275,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030276,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030277,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030278,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030279,E09000020,Kensington and Chelsea,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030280,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030281,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030282,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030283,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030284,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030285,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030286,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030287,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030288,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030289,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030290,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030291,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030292,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030293,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030294,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030295,E09000020,Kensington and Chelsea,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030296,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030297,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030298,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030299,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030300,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030301,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030302,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030303,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030304,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030305,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030306,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030307,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030308,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030309,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030310,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030311,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030312,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030313,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030314,E09000020,Kensington and Chelsea,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030315,E09000020,Kensington and Chelsea,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030316,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030317,E09000021,Kingston upon Thames,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030318,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030319,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030320,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030321,E09000021,Kingston upon Thames,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030322,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030323,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030324,E09000021,Kingston upon Thames,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030325,E09000021,Kingston upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030326,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030327,E09000021,Kingston upon Thames,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030328,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030329,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030330,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030331,E09000021,Kingston upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030332,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030333,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030334,E09000021,Kingston upon Thames,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030335,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030336,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030337,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030338,E09000021,Kingston upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030339,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030340,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030341,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030342,E09000021,Kingston upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030343,E09000021,Kingston upon Thames,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030344,E09000021,Kingston upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030345,E09000021,Kingston upon Thames,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030346,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030347,E09000021,Kingston upon Thames,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030348,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030349,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030350,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030351,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030352,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030353,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030354,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030355,E09000021,Kingston upon Thames,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030356,E09000022,Lambeth,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030357,E09000022,Lambeth,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030358,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030359,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030360,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030361,E09000022,Lambeth,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030362,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030363,E09000022,Lambeth,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030364,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030365,E09000022,Lambeth,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030366,E09000022,Lambeth,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030367,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030368,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030369,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030370,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030371,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030372,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030373,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030374,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030375,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030376,E09000022,Lambeth,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030377,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030378,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030379,E09000022,Lambeth,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030380,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030381,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030382,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030383,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030384,E09000022,Lambeth,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33030385,E09000022,Lambeth,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030386,E09000022,Lambeth,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030387,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030388,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030389,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030390,E09000022,Lambeth,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030391,E09000022,Lambeth,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030392,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030393,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030394,E09000022,Lambeth,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030395,E09000022,Lambeth,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030396,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030397,E09000022,Lambeth,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030398,E09000022,Lambeth,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030399,E09000022,Lambeth,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33030400,E09000022,Lambeth,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030401,E09000022,Lambeth,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030402,E09000023,Lewisham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030403,E09000023,Lewisham,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33030404,E09000023,Lewisham,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030405,E09000023,Lewisham,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030406,E09000023,Lewisham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030407,E09000023,Lewisham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030408,E09000023,Lewisham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030409,E09000023,Lewisham,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030410,E09000023,Lewisham,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33030411,E09000023,Lewisham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030412,E09000023,Lewisham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030413,E09000023,Lewisham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030414,E09000023,Lewisham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030415,E09000023,Lewisham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030416,E09000023,Lewisham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030417,E09000023,Lewisham,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030418,E09000024,Merton,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030419,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030420,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030421,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030422,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030423,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030424,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030425,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030426,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030427,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030428,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030429,E09000024,Merton,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030430,E09000024,Merton,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030431,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030432,E09000024,Merton,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030433,E09000024,Merton,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030434,E09000024,Merton,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030435,E09000024,Merton,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030436,E09000024,Merton,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33030437,E09000024,Merton,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030438,E09000024,Merton,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030439,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030440,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030441,E09000024,Merton,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030442,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030443,E09000024,Merton,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030444,E09000024,Merton,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030445,E09000024,Merton,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030446,E09000024,Merton,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030447,E09000024,Merton,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030448,E09000024,Merton,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030449,E09000024,Merton,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030450,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030451,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030452,E09000024,Merton,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030453,E09000025,Newham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030454,E09000025,Newham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030455,E09000025,Newham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030456,E09000025,Newham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030457,E09000025,Newham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030458,E09000025,Newham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030459,E09000025,Newham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030460,E09000025,Newham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030461,E09000025,Newham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030462,E09000025,Newham,E,Metropolitan Destinations,E2,"Accessible retail, leisure and tourist services"
E33030463,E09000025,Newham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030464,E09000025,Newham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030465,E09000025,Newham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030466,E09000025,Newham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030467,E09000025,Newham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030468,E09000025,Newham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030469,E09000025,Newham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030470,E09000025,Newham,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030471,E09000025,Newham,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33030472,E09000025,Newham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030473,E09000025,Newham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030474,E09000026,Redbridge,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030475,E09000026,Redbridge,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030476,E09000026,Redbridge,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030477,E09000026,Redbridge,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030478,E09000026,Redbridge,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030479,E09000026,Redbridge,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030480,E09000026,Redbridge,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030481,E09000026,Redbridge,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33030482,E09000026,Redbridge,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030483,E09000026,Redbridge,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030484,E09000026,Redbridge,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030485,E09000026,Redbridge,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030486,E09000026,Redbridge,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030487,E09000026,Redbridge,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030488,E09000026,Redbridge,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030489,E09000026,Redbridge,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030490,E09000026,Redbridge,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030491,E09000026,Redbridge,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33030492,E09000026,Redbridge,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33030493,E09000026,Redbridge,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
